,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,P_ID,Group_ID,Deck,Cabin_No,Side
5335,Earth,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Melara Callowery,1.0,5704,01,G,913,P
5336,Earth,True,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Letty Chanan,1.0,5705,01,G,925,S
5337,Earth,False,TRAPPIST-1e,16.0,0.0,0.0,458.0,725.0,0.0,0.0,Norahe Kerrealds,1.0,5706,01,F,1090,S
5338,Earth,False,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Tricki Marshopper,1.0,5706,02,G,926,S
5339,Earth,False,TRAPPIST-1e,15.0,0.0,0.0,0.0,973.0,29.0,0.0,Emmax Alvasquez,1.0,5707,01,F,1091,S
5340,Europa,False,TRAPPIST-1e,33.0,0.0,0.0,4372.0,0.0,4103.0,0.0,Asellum Amblereld,1.0,5709,01,C,215,S
5341,Earth,False,TRAPPIST-1e,61.0,0.0,0.0,166.0,1080.0,0.0,16.0,Jeanie Sterson,1.0,5710,01,F,1092,S
5342,Earth,False,TRAPPIST-1e,19.0,0.0,5.333333333333333,0.0,0.0,692.0,164.0,Daryla Mullericer,0.0,5711,01,F,1183,P
5343,Europa,True,TRAPPIST-1e,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Dabik Mostedry,1.0,5712,01,E,371,S
5344,Earth,False,TRAPPIST-1e,42.0,0.0,0.0,29.0,317.0,434.0,45.0,Lawren Blangibson,1.0,5713,01,G,915,P
5345,Earth,False,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Katen Farleyatton,0.0,5714,01,G,916,P
5346,Earth,False,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Rayle Farleyatton,1.0,5714,02,G,916,P
5347,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bobina Hamcmahon,1.0,5714,03,G,916,P
5348,Earth,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Sanda Hamcmahon,1.0,5714,04,G,916,P
5349,Earth,True,TRAPPIST-1e,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,Robyna Hamcmahon,1.0,5714,05,G,916,P
5350,Earth,False,PSO J318.5-22,29.0,0.0,0.0,173.0,0.0,0.0,1155.0,Gabrin Jimes,1.0,5716,01,F,1093,S
5351,Earth,False,TRAPPIST-1e,59.0,0.0,0.0,664.0,0.0,144.0,141.0,Wardan Fowles,1.0,5717,01,G,917,P
5352,Earth,True,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Racyle Kaney,1.0,5718,01,G,927,S
5353,Earth,False,TRAPPIST-1e,70.0,0.0,390.0,0.0,0.0,0.0,518.0,Ireen Tranciams,1.0,5719,01,G,918,P
5354,Earth,True,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Min Tranciams,0.0,5719,02,G,918,P
5355,Europa,True,TRAPPIST-1e,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Giedia Mostedry,1.0,5721,01,B,219,S
5356,Europa,False,TRAPPIST-1e,58.0,0.0,0.0,1975.0,598.0,7.0,3726.0,Scellus Mostedry,0.0,5721,02,B,219,S
5357,Earth,False,TRAPPIST-1e,44.0,0.0,69.0,0.0,17.0,176.0,2105.0,Joyces Ington,0.0,5722,01,G,928,S
5358,Mars,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Quakes Puff,0.0,5723,01,E,372,S
5359,Earth,True,PSO J318.5-22,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Eduard Sweenez,1.0,5724,01,G,919,P
5360,Earth,False,TRAPPIST-1e,24.0,0.0,156.0,0.0,364.0,489.0,383.0,Clindy Joycerton,1.0,5725,01,F,1094,S
5361,Europa,True,55 Cancri e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Bottom Dindeng,1.0,5726,01,B,192,P
5362,Earth,False,55 Cancri e,28.0,0.0,0.0,0.0,0.0,711.0,0.0,Kenny Santin,0.0,5727,01,G,920,P
5363,Earth,False,TRAPPIST-1e,24.0,0.0,0.0,217.0,0.0,77.0,510.0,Jodia Wolferguson,0.0,5728,01,F,1185,P
5364,Mars,True,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Honjay Merie,1.0,5729,01,F,1186,P
5365,Earth,False,TRAPPIST-1e,25.0,0.0,2029.0,1.0,0.0,0.0,121.0,Karlen Moodman,0.0,5730,01,F,1187,P
5366,Earth,False,TRAPPIST-1e,20.0,0.0,0.0,0.0,53.0,2.0,754.0,Brancy Ocherman,0.0,5732,01,G,921,P
5367,Earth,False,55 Cancri e,34.0,0.0,0.0,1745.0,6.0,5.0,37.0,Billia Kerrealds,1.0,5733,01,G,922,P
5368,Earth,False,,28.0,0.0,0.0,0.0,0.0,1191.0,109.0,Tricky Buckeelez,0.0,5733,02,F,1188,P
5369,Earth,True,TRAPPIST-1e,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,Myrace Peterstarks,1.0,5735,01,E,362,P
5370,Earth,,TRAPPIST-1e,23.0,0.0,1.0,0.0,1.0,0.0,618.0,Ton Maynardner,0.0,5736,01,F,1189,P
5371,Europa,False,TRAPPIST-1e,39.0,0.0,0.0,11856.0,13.0,39.0,3.0,Mintard Inicont,1.0,5737,01,C,216,S
5372,Europa,False,TRAPPIST-1e,35.0,0.0,0.0,7636.0,0.0,353.0,705.0,Lesaton Inicont,1.0,5737,02,C,216,S
5373,Earth,True,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Ritany Morelly,1.0,5738,01,G,929,S
5374,Earth,True,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Courta Cleminglas,1.0,5739,01,G,930,S
5375,Europa,False,TRAPPIST-1e,42.0,0.0,0.0,16.0,0.0,144.0,7492.0,Minopus Cattle,0.0,5740,01,A,52,P
5376,Europa,False,55 Cancri e,32.0,0.0,70.0,764.0,724.0,547.0,1297.0,Unukath Alaxed,0.0,5740,02,A,52,P
5377,Earth,False,55 Cancri e,50.0,0.0,57.0,29.0,0.0,0.0,643.0,Ger Rigginsen,0.0,5742,01,F,1096,S
5378,Earth,False,TRAPPIST-1e,23.0,0.0,0.0,37.0,859.0,9.0,1.0,Felice Hinglendez,1.0,5744,01,G,931,S
5379,Earth,False,TRAPPIST-1e,19.0,0.0,0.0,694.6666666666666,0.0,5381.0,139.0,Rica Vandan,0.0,5746,01,G,932,S
5380,Earth,False,TRAPPIST-1e,29.0,0.0,715.0,47.0,0.0,0.0,0.0,Troya Hallahaney,0.0,5747,01,F,1192,P
5381,Europa,False,TRAPPIST-1e,35.0,1.0,247.0,436.0,459.0,1.0,1984.0,Sterfik Gealloyalt,0.0,5748,01,A,53,P
5382,Earth,False,TRAPPIST-1e,18.0,0.0,0.0,625.0,0.0,0.0,356.0,Herina Parklaney,0.0,5750,01,E,363,P
5383,Earth,False,PSO J318.5-22,24.0,0.0,160.0,20.0,39.0,552.0,1.0,,0.0,5751,01,G,924,P
5384,Earth,False,TRAPPIST-1e,23.0,0.0,88.0,0.0,586.0,0.0,0.0,Loreen Cardner,1.0,5755,01,G,933,S
5385,Earth,False,TRAPPIST-1e,51.0,0.0,542.0,0.0,360.0,0.0,0.0,Card Dicksons,0.0,5756,01,F,1194,P
5386,Earth,False,TRAPPIST-1e,42.0,0.0,439.0,0.0,0.0,0.0,254.0,Billia Briggston,0.0,5756,02,F,1194,P
5387,Earth,False,PSO J318.5-22,19.0,0.0,5.0,0.0,0.0,716.0,0.0,Inerry Briggston,0.0,5756,03,F,1194,P
5388,Earth,,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5756,04,F,1194,P
5389,Earth,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Fery Briggston,1.0,5756,05,F,1194,P
5390,Earth,False,PSO J318.5-22,22.0,0.0,158.0,0.0,476.0,0.0,26.0,Karena Briggston,0.0,5756,06,F,1194,P
5391,Earth,False,TRAPPIST-1e,25.0,0.0,12.0,6.0,2817.0,342.0,0.0,Shanie Garden,0.0,5756,07,,,
5392,Earth,False,PSO J318.5-22,31.0,0.0,11.0,0.0,0.0,1912.0,1120.0,Wenise Briggston,0.0,5756,08,F,1194,P
5393,Earth,False,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,558.0,1.0,Dianya Salin,0.0,5757,01,F,1195,P
5394,Earth,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Heidie Mcguirez,1.0,5758,01,G,934,S
5395,Europa,True,TRAPPIST-1e,55.0,0.0,0.0,0.0,0.0,0.0,0.0,Weino Icablebat,1.0,5761,01,B,220,S
5396,Earth,False,TRAPPIST-1e,40.0,0.0,0.0,0.0,56.0,1.0,642.0,Andan Alentonway,0.0,5763,01,F,1099,S
5397,Earth,False,TRAPPIST-1e,24.0,0.0,38.333333333333336,0.0,0.0,838.0,193.0,Erick Alentonway,0.0,5763,02,F,1099,S
5398,Earth,False,TRAPPIST-1e,25.0,0.0,0.0,0.0,1037.0,8.0,1.0,Shery Nolds,1.0,5764,01,F,1100,S
5399,Europa,False,TRAPPIST-1e,42.0,0.0,0.0,1871.0,0.0,570.0,199.0,Altairk Heermy,0.0,5765,01,C,181,P
5400,Earth,True,PSO J318.5-22,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Jonaye Josesh,1.0,5767,01,G,936,S
5401,Europa,True,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Gatrino Cattle,1.0,5768,01,B,193,P
5402,Europa,True,55 Cancri e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Izarfik Cattle,1.0,5768,02,B,193,P
5403,Europa,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Menkard Oppont,1.0,5769,01,B,194,P
5404,Europa,True,55 Cancri e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Muonon Oppont,1.0,5769,02,B,194,P
5405,Earth,False,TRAPPIST-1e,47.0,0.0,0.0,868.0,0.0,4.0,0.0,Sanda Fielson,1.0,5771,01,G,937,S
5406,Mars,False,55 Cancri e,23.0,0.0,610.0,858.0,75.0,1358.0,0.0,Vuls Sidne,0.0,5772,01,F,1197,P
5407,Europa,True,55 Cancri e,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Bosonan Sciatberit,1.0,5773,01,C,217,S
5408,Earth,False,TRAPPIST-1e,21.0,0.0,0.0,128.0,209.0,4.0,383.0,Luise Saundez,0.0,5776,01,F,1102,S
5409,Earth,,PSO J318.5-22,46.0,0.0,559.0,25.0,499.3333333333333,22.0,765.0,Katen River,0.0,5777,01,F,1199,P
5410,Earth,False,TRAPPIST-1e,36.0,0.0,0.0,0.0,0.0,0.0,907.0,Verney Pernard,0.0,5778,01,G,926,P
5411,Earth,False,TRAPPIST-1e,15.0,0.0,0.0,706.0,0.0,0.0,0.0,Glene Simsey,1.0,5779,01,G,938,S
5412,Europa,False,TRAPPIST-1e,33.0,0.0,2233.0,6408.0,44.0,23.0,273.0,Genif Ousious,1.0,5780,01,B,195,P
5413,Europa,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Hallux Ousious,1.0,5780,02,B,195,P
5414,Europa,True,55 Cancri e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Betenar Ousious,1.0,5780,03,B,195,P
5415,Earth,False,55 Cancri e,21.0,0.0,0.0,0.0,0.0,1.0,594.0,Nichad Harley,0.0,5781,01,F,1200,P
5416,Earth,False,55 Cancri e,43.0,0.0,0.0,1197.0,0.0,223.0,1.0,Alendy Scottuez,1.0,5783,01,F,1201,P
5417,Earth,False,PSO J318.5-22,34.0,0.0,571.0,0.0,0.0,0.0,0.0,Dwin Mcgoway,0.0,5785,01,F,1104,S
5418,Earth,False,PSO J318.5-22,47.0,0.0,14.0,3.0,0.0,1720.0,0.0,Alfrey Sarios,0.0,5786,01,G,928,P
5419,Mars,False,TRAPPIST-1e,27.0,0.0,850.0,0.0,681.0,1.0,0.0,Ves Birte,1.0,5788,01,F,1105,S
5420,Europa,False,TRAPPIST-1e,46.0,0.0,0.0,1068.0,945.0,2587.0,811.0,Markard Distured,0.0,5790,01,C,218,S
5421,Earth,False,,46.0,0.0,183.0,7.0,637.0,182.0,5.0,Earlie Sancasey,1.0,5791,01,G,941,S
5422,Europa,False,55 Cancri e,40.0,0.0,0.0,3338.0,0.0,6344.0,199.0,Eltares Subwor,0.0,5792,01,B,196,P
5423,Europa,True,55 Cancri e,59.0,0.0,0.0,0.0,0.0,0.0,0.0,Dhenah Gloyanthy,1.0,5793,01,E,375,S
5424,Europa,False,TRAPPIST-1e,45.0,0.0,0.0,1202.0,149.0,1472.0,3379.0,Winopus Shoeweely,0.0,5794,01,D,182,P
5425,Earth,False,PSO J318.5-22,19.0,0.0,0.0,95.0,595.0,0.0,0.0,Evey Hodes,1.0,5795,01,F,1106,S
5426,Mars,False,TRAPPIST-1e,32.0,0.0,6769.0,0.0,183.0,113.0,1.0,Grog Pre,0.0,5796,01,F,1107,S
5427,,True,55 Cancri e,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruts Cres,1.0,5799,01,F,1108,S
5428,Earth,False,,40.0,0.0,661.0,0.0,830.0,0.0,6.0,Belly Llobsoney,0.0,5800,01,F,1203,P
5429,Mars,False,TRAPPIST-1e,44.0,0.0,815.0,219.0,22.0,0.0,0.0,Terry Killé,1.0,5802,01,D,175,S
5430,Earth,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Allyn Simpsonks,0.0,5804,01,G,933,P
5431,Earth,False,TRAPPIST-1e,22.0,0.0,514.0,0.0,2.0,129.0,583.0,Philda Snowaney,0.0,5806,01,F,1109,S
5432,Earth,False,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Keitha Josey,0.0,5808,01,G,934,P
5433,Earth,False,TRAPPIST-1e,18.0,0.0,0.0,3.0,41.0,359.0,393.0,Ferry Josey,0.0,5808,02,F,1204,P
5434,Earth,False,TRAPPIST-1e,53.0,0.0,751.0,0.0,133.33333333333334,7.0,0.0,Haryn Josey,0.0,5808,03,F,1204,P
5435,Earth,False,TRAPPIST-1e,22.0,0.0,104.0,511.0,254.0,425.0,4.0,Violan Clemondsey,0.0,5809,01,F,1205,P
5436,Earth,False,TRAPPIST-1e,46.0,0.0,0.0,98.0,2077.0,0.0,0.0,Eilan Clemondsey,1.0,5809,02,F,1205,P
5437,Earth,True,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Valey Chapmaney,1.0,5810,01,G,935,P
5438,,False,TRAPPIST-1e,31.0,0.0,0.0,1489.0,68.0,6.0,0.0,Annez Chapmaney,1.0,5810,02,E,366,P
5439,Europa,False,55 Cancri e,36.0,0.0,1.0,4058.0,95.0,0.0,2109.0,Haldah Fulatorly,0.0,5811,01,A,54,P
5440,Europa,False,55 Cancri e,46.0,0.0,35.0,3953.0,0.0,2108.0,0.0,Sadlam Fulatorly,1.0,5811,02,A,54,P
5441,Earth,True,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holey Domington,1.0,5812,01,G,943,S
5442,Earth,False,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Garry Domington,1.0,5812,02,G,943,S
5443,Earth,True,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Evaned Domington,1.0,5812,03,G,943,S
5444,Earth,True,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Ireen Domington,1.0,5812,04,G,943,S
5445,Earth,True,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Dian Domington,1.0,5812,05,G,943,S
5446,Earth,True,55 Cancri e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Karena Domington,1.0,5812,06,G,943,S
5447,Earth,True,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Coreee Hortis,1.0,5813,01,G,936,P
5448,Mars,False,TRAPPIST-1e,17.0,0.0,513.0,0.0,669.0,0.0,0.0,Prabon Bine,0.0,5814,01,D,176,S
5449,Mars,True,55 Cancri e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Fal Bine,1.0,5814,02,D,176,S
5450,Mars,True,55 Cancri e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Scers Bine,1.0,5814,03,D,176,S
5451,Mars,False,TRAPPIST-1e,27.0,0.0,89.0,888.0,51.0,5.0,0.0,Honda Bine,1.0,5814,04,D,176,S
5452,Mars,True,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Caper Bine,1.0,5814,05,D,176,S
5453,Mars,False,TRAPPIST-1e,15.0,0.0,2309.0,0.0,1142.0,1.0,10.0,Feles Bine,0.0,5814,06,D,176,S
5454,Mars,True,,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Naffsh Bine,1.0,5814,07,D,176,S
5455,Earth,False,TRAPPIST-1e,31.0,0.0,1.0,0.0,7.0,0.0,387.0,Armene Vines,1.0,5816,01,G,937,P
5456,Mars,True,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex Berle,1.0,5817,01,F,1111,S
5457,Earth,False,,21.0,0.0,3553.0,5.0,0.0,0.0,2.0,Jeroy Mullericer,0.0,5818,01,G,938,P
5458,Europa,True,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcorab Suptive,1.0,5819,01,B,221,S
5459,Earth,,TRAPPIST-1e,45.0,0.0,112.0,406.0,198.0,0.0,0.0,Ellene Tersony,1.0,5820,01,F,1112,S
5460,Europa,False,55 Cancri e,44.0,0.0,0.0,496.0,99.0,317.0,5615.0,Dirfak Calazy,0.0,5821,01,C,183,P
5461,Earth,True,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Joandy Chapmaney,1.0,5822,01,G,939,P
5462,Earth,True,55 Cancri e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Ronna Antoshipson,1.0,5823,01,G,944,S
5463,Earth,True,55 Cancri e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Carry Contrevins,1.0,5824,01,G,940,P
5464,Europa,False,TRAPPIST-1e,43.0,0.0,0.0,8808.0,0.0,580.0,0.0,Betenar Apenelexy,1.0,5825,01,B,198,P
5465,,True,55 Cancri e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Arkaban Tertchty,1.0,5826,01,E,367,P
5466,Earth,False,TRAPPIST-1e,53.0,0.0,0.0,68.0,0.0,920.0,4.0,Anthia Willangsey,1.0,5827,01,G,945,S
5467,Earth,False,TRAPPIST-1e,21.0,0.0,621.0,0.0,0.0,0.0,0.0,Bethy Goldendrice,0.0,5828,01,G,941,P
5468,Earth,False,TRAPPIST-1e,23.0,0.0,0.0,21.0,0.0,0.0,716.0,Jona Sancasey,0.0,5829,01,F,1113,S
5469,Earth,False,55 Cancri e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Jacky Rosalanenn,0.0,5831,01,,,
5470,Earth,False,,19.0,0.0,546.0,11.0,0.0,325.0,218.0,Sterry Brenney,0.0,5834,01,F,1206,P
5471,Earth,True,PSO J318.5-22,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Stendy Avidson,1.0,5835,01,G,946,S
5472,Europa,True,55 Cancri e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Phah Irintious,1.0,5836,01,B,222,S
5473,Earth,False,TRAPPIST-1e,62.0,0.0,761.0,15.0,0.0,0.0,0.0,Eleaha Maynardner,0.0,5837,01,F,1114,S
5474,Europa,True,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Ranopus Unloweedic,1.0,5839,01,C,219,S
5475,Earth,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerrye Potters,0.0,5840,01,G,946,P
5476,Europa,True,55 Cancri e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Hekark Maging,1.0,5842,01,C,220,S
5477,Europa,True,55 Cancri e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Zaurid Prefule,1.0,5842,02,C,220,S
5478,Earth,True,TRAPPIST-1e,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Hughy Hessey,1.0,5843,01,G,947,S
5479,Earth,False,55 Cancri e,24.0,0.0,0.0,30.0,835.0,0.0,0.0,Lavey Spencervan,1.0,5844,01,E,369,P
5480,Mars,False,TRAPPIST-1e,27.0,1.0,149.0,0.0,890.0,9.0,0.0,Morny Gerin,0.0,5846,01,E,376,S
5481,Earth,False,TRAPPIST-1e,33.0,0.0,36.0,0.0,0.0,1415.0,0.0,Olly Trankliney,0.0,5847,01,F,1115,S
5482,Earth,False,,28.0,0.0,229.0,761.0,0.0,0.0,6.0,Eriana Benney,1.0,5848,01,E,377,S
5483,Earth,False,TRAPPIST-1e,39.0,0.0,0.0,0.0,0.0,0.0,1104.0,Jilley Brightez,0.0,5849,01,F,1208,P
5484,Earth,False,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,727.0,260.0,Stendy Byerry,0.0,5852,01,E,370,P
5485,Earth,False,TRAPPIST-1e,36.0,0.0,0.0,75.0,106.0,0.0,1903.0,Molley Olshaffey,1.0,5854,01,F,1117,S
5486,Earth,,TRAPPIST-1e,64.0,0.0,0.0,623.0,1827.0,0.0,0.0,Hanna Horndley,1.0,5855,01,F,1209,P
5487,Earth,False,PSO J318.5-22,41.0,0.0,0.0,0.0,687.0,0.0,65.0,Rhony Horndley,1.0,5855,02,G,949,P
5488,Europa,True,55 Cancri e,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,Graviph Wincer,1.0,5856,01,B,199,P
5489,Europa,True,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Alark Wincer,1.0,5856,02,B,199,P
5490,Europa,False,TRAPPIST-1e,33.666666666666664,0.0,0.0,2.0,64.0,139.0,3831.0,Caiamin Tinganking,0.0,5857,01,E,378,S
5491,Earth,False,55 Cancri e,22.0,0.0,483.0,0.0,0.0,304.0,21.0,Wally Barberts,1.0,5858,01,G,948,S
5492,Earth,False,,23.0,0.0,0.0,456.0,2624.0,912.0,8.0,Leene Griffince,1.0,5859,01,E,371,P
5493,Mars,False,TRAPPIST-1e,40.0,0.0,7.0,0.0,6.0,1206.0,88.0,Hers Raste,0.0,5860,01,F,1118,S
5494,Mars,True,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Aps Raste,1.0,5860,02,F,1118,S
5495,Mars,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chex Raste,1.0,5860,03,F,1118,S
5496,Earth,False,TRAPPIST-1e,27.0,0.0,0.0,1774.0,0.0,17.0,13.0,Melica Browlerson,1.0,5861,01,G,949,S
5497,Earth,False,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawren Loverthyo,1.0,5863,01,G,950,P
5498,Earth,False,TRAPPIST-1e,17.0,0.0,0.0,566.0,18.0,318.0,0.0,Allene Loverthyo,0.0,5863,02,F,1210,P
5499,Earth,False,TRAPPIST-1e,45.0,0.0,222.66666666666666,0.0,0.0,1501.0,24.0,Noria Rocknight,0.0,5867,01,F,1212,P
5500,Earth,False,TRAPPIST-1e,62.0,0.0,104.0,53.0,194.0,436.0,0.0,Yolace Blangibson,0.0,5868,01,E,379,S
5501,Earth,True,55 Cancri e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Diandi Polliamposs,1.0,5869,01,G,952,S
5502,Earth,False,55 Cancri e,24.0,0.0,0.0,1369.0,848.0,0.0,0.0,Anda Flemaney,1.0,5871,01,F,1120,S
5503,Earth,True,PSO J318.5-22,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Gory Simonsents,1.0,5874,01,G,953,S
5504,Earth,False,TRAPPIST-1e,49.0,0.0,20.0,0.0,0.0,769.0,0.0,Toddie Nasquez,0.0,5875,01,E,381,S
5505,Mars,False,TRAPPIST-1e,52.0,0.0,1364.0,131.0,444.0,0.0,0.0,Eles Cone,1.0,5876,01,D,184,P
5506,Mars,True,55 Cancri e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Eloos Cone,1.0,5876,02,F,1213,P
5507,Mars,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Wal Cone,1.0,5876,03,F,1213,P
5508,Earth,False,TRAPPIST-1e,17.0,0.0,0.0,0.0,1552.0,0.0,0.0,Tyle Carsoning,0.0,5877,01,F,1121,S
5509,Europa,True,55 Cancri e,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Duhrak Busive,1.0,5878,01,B,224,S
5510,Mars,True,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Whark Cooki,1.0,5879,01,F,1122,S
5511,Earth,True,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Leneva Pooley,1.0,5880,01,G,953,P
5512,Earth,False,TRAPPIST-1e,17.0,0.0,18.0,10.0,73.0,0.0,1049.0,Celis Morez,0.0,5882,01,F,1214,P
5513,Earth,False,TRAPPIST-1e,41.0,0.0,8.0,532.0,0.0,0.0,100.0,Danna Oneiles,1.0,5885,01,F,1123,S
5514,Earth,False,TRAPPIST-1e,55.0,0.0,0.0,0.0,0.0,507.0,909.0,Philia Oneiles,1.0,5885,02,F,1123,S
5515,Earth,False,TRAPPIST-1e,29.0,0.0,0.0,2395.0,7.0,20.0,6.0,Glena Oneiles,1.0,5885,03,F,1123,S
5516,Earth,False,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,888.0,0.0,Aliedy Oneiles,0.0,5885,04,G,954,S
5517,Earth,True,55 Cancri e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Philda Oneiles,1.0,5885,05,G,954,S
5518,Earth,False,TRAPPIST-1e,32.0,0.0,4518.0,914.0,0.0,93.0,0.0,Carold Oneiles,0.0,5885,06,G,954,S
5519,Earth,False,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,1818.0,Ivanna Oneiles,0.0,5885,07,G,954,S
5520,Earth,False,TRAPPIST-1e,25.0,0.0,0.0,0.0,892.0,0.0,0.0,Fayene Oneiles,1.0,5885,08,G,954,S
5521,Mars,False,TRAPPIST-1e,24.0,0.0,10.0,49.0,0.0,1497.0,10.0,Swack Fate,0.0,5886,01,F,1216,P
5522,Mars,True,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Cird Fate,0.0,5886,02,E,373,P
5523,Earth,False,PSO J318.5-22,50.0,0.0,781.0,2.0,0.0,61.0,0.0,Adrie Cochrisons,1.0,5887,01,E,374,P
5524,Earth,False,,51.0,0.0,201.0,574.0,40.0,0.0,11.0,Ryanne Cochrisons,0.0,5887,02,F,1217,P
5525,Mars,False,55 Cancri e,27.0,0.0,1331.0,0.0,0.0,0.0,0.0,Yogal Blate,0.0,5888,01,F,1218,P
5526,Mars,False,TRAPPIST-1e,35.0,0.0,750.0,0.0,0.0,0.0,1065.0,Wifel Blate,0.0,5888,02,F,1218,P
5527,Earth,False,TRAPPIST-1e,48.0,0.0,0.0,0.0,790.0,2368.0,1292.0,Leony Perrerojass,0.0,5889,01,G,954,P
