,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Side,Group_ID
4593,Earth,1.0,55 Cancri e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Joya Singlents,1,G,S,01
4594,Earth,1.0,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Eriana Mcleaney,1,G,P,01
4595,Earth,0.0,TRAPPIST-1e,40.0,0.0,176.0,932.0,0.0,0.0,,Vana Jimes,0,F,P,01
4596,Earth,0.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,31.0,2121.0,0.0,Trice Weavesend,0,F,P,01
4597,Earth,0.0,TRAPPIST-1e,28.0,0.0,647.0,1.0,32.0,71.0,140.0,Lorian Bertsontry,1,F,S,01
4598,Earth,1.0,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Elicia Leonzaley,1,G,S,01
4599,Earth,0.0,PSO J318.5-22,32.0,0.0,8.0,690.0,3.0,5.0,0.0,Adamie Leonzaley,1,G,S,02
4600,Earth,0.0,PSO J318.5-22,35.0,0.0,0.0,0.0,2.0,672.0,10.0,Idace Gaington,0,F,P,01
4601,Earth,0.0,TRAPPIST-1e,52.0,0.0,0.0,837.0,1.0,2.0,8.0,Nichad Baldson,0,G,P,01
4602,Earth,0.0,TRAPPIST-1e,34.0,0.0,695.0,25.0,276.0,0.0,0.0,Benny Baldson,0,E,P,02
4603,Earth,1.0,TRAPPIST-1e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennie Whiters,0,G,P,01
4604,Earth,0.0,55 Cancri e,23.0,0.0,62.0,0.0,0.0,1.0,2203.0,Arla Moodman,0,F,P,01
4605,Earth,0.0,TRAPPIST-1e,44.0,0.0,2.0,0.0,0.0,788.0,0.0,Tamin Willynnedy,0,E,S,01
4606,Earth,0.0,55 Cancri e,59.0,0.0,460.0,139.0,0.0,1.0,0.0,Evane Franey,0,F,P,01
4607,Europa,0.0,TRAPPIST-1e,42.0,0.0,0.0,1330.0,0.0,2711.0,691.0,Tetraix Dratembid,0,E,P,01
4608,Earth,0.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,702.0,0.0,Adriet Hughriend,0,F,P,01
4609,Mars,0.0,TRAPPIST-1e,29.0,0.0,3284.0,84.0,0.0,0.0,2.0,Basps Bane,0,D,P,01
4610,Mars,1.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Bats Bane,1,F,P,02
4611,Mars,0.0,TRAPPIST-1e,19.0,0.0,1301.0,0.0,31.0,1.0,0.0,Cine Terry,1,F,P,01
4612,Earth,1.0,PSO J318.5-22,49.0,0.0,0.0,0.0,0.0,0.0,0.0,Mon Lamberguson,0,G,P,01
4613,Mars,1.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Unch Mity,1,F,P,01
4614,Europa,0.0,55 Cancri e,36.0,1.0,1.0,10029.0,1.0,1679.0,27.0,Brab Neceriont,1,B,S,01
4615,Earth,1.0,55 Cancri e,59.0,0.0,0.0,0.0,0.0,0.0,0.0,Andyn Ryanga,1,G,P,01
4616,Earth,1.0,55 Cancri e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Chary Booneid,1,G,S,01
4617,Mars,1.0,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Graw Sturt,1,F,S,01
4618,Mars,1.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Yalmon Sturt,1,F,S,02
4619,Mars,0.0,TRAPPIST-1e,24.0,0.0,261.0,0.0,780.0,0.0,0.0,Nilly Sturt,1,F,S,03
4620,Mars,0.0,55 Cancri e,31.0,0.0,725.0,0.0,747.0,0.0,0.0,Scers Shake,0,F,P,01
4621,Mars,0.0,TRAPPIST-1e,23.0,0.0,197.0,76.0,5635.0,7.0,0.0,Dynx Sfin,1,F,S,01
4622,Mars,0.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Les Brele,1,F,S,01
4623,Mars,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Naish Brele,1,F,S,02
4624,Mars,0.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Naffsh Brele,1,F,S,03
4625,Mars,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toat Brele,1,F,S,04
4626,Mars,1.0,55 Cancri e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Guink Reake,1,F,P,01
4627,Europa,1.0,,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Alar Alenter,1,B,P,01
4628,Europa,0.0,TRAPPIST-1e,51.0,0.0,0.0,3571.0,106.0,0.0,0.0,Achium Alenter,1,B,P,02
4629,Mars,,TRAPPIST-1e,22.0,0.0,223.0,0.0,630.0,14.0,0.0,Yots Fisty,1,D,P,01
4630,Mars,1.0,55 Cancri e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Cird Fisty,1,F,P,02
4631,Mars,0.0,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Puffal Gin,1,F,S,01
4632,,0.0,TRAPPIST-1e,16.0,0.0,2083.0,0.0,10.0,0.0,0.0,Mites Sacre,0,F,S,02
4633,Mars,0.0,TRAPPIST-1e,24.0,0.0,623.0,0.0,501.0,304.0,776.0,Trion Chité,0,F,S,03
4634,Mars,1.0,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Clakey Gin,1,F,S,04
4635,Earth,0.0,TRAPPIST-1e,31.0,0.0,210.0,20.0,0.0,1027.0,199.0,Raulia Hammonton,0,F,P,01
4636,Earth,0.0,TRAPPIST-1e,34.0,0.0,1242.0,444.0,0.0,22.0,0.0,Besse Simonddler,0,G,S,01
4637,Earth,0.0,55 Cancri e,20.0,0.0,0.0,0.0,847.0,0.0,0.0,Lynnee Traverdy,1,G,S,01
4638,Earth,0.0,TRAPPIST-1e,19.0,0.0,0.0,2077.0,0.0,0.0,0.0,Lonnis Bryangton,1,F,P,01
4639,Earth,1.0,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Dony Vantonson,1,G,S,01
4640,Mars,0.0,TRAPPIST-1e,35.0,0.0,988.0,0.0,830.0,2.0,0.0,Waffes Buche,0,F,P,01
4641,Earth,1.0,TRAPPIST-1e,3.0,,0.0,0.0,0.0,0.0,0.0,Lis Reenon,1,G,S,01
4642,Earth,1.0,TRAPPIST-1e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Coreee Reenon,1,G,S,02
4643,Mars,1.0,TRAPPIST-1e,20.0,,0.0,0.0,0.0,0.0,0.0,Packs Curie,1,F,P,01
4644,Europa,0.0,55 Cancri e,,0.0,269.0,2171.0,2.0,2.0,0.0,Hadirah Ainserfle,1,A,S,01
4645,Europa,0.0,55 Cancri e,58.0,0.0,0.0,3448.0,0.0,737.0,2193.0,Sular Ainserfle,0,A,S,02
4646,Europa,0.0,TRAPPIST-1e,56.0,0.0,153.0,1750.0,0.0,334.0,1539.0,Luxonon Ainserfle,0,A,S,03
4647,Earth,1.0,PSO J318.5-22,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Eline Bartins,1,G,P,01
4648,Earth,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Helley Kiddley,0,G,P,01
4649,Earth,1.0,PSO J318.5-22,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Eulahy Wheelez,0,G,P,01
4650,Mars,0.0,TRAPPIST-1e,43.0,0.0,11.0,0.0,1297.0,38.0,0.0,Peefox Ruica,1,F,P,01
4651,Mars,1.0,TRAPPIST-1e,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Neysma Rekle,1,F,S,01
4652,Earth,0.0,TRAPPIST-1e,24.0,0.0,3.0,1018.0,687.0,50.0,,Joanny Roses,1,G,S,01
4653,Earth,1.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Walla Mcphernard,1,G,S,01
4654,Earth,0.0,TRAPPIST-1e,32.0,0.0,0.0,235.0,0.0,474.0,0.0,Ivanna Flemaney,0,G,S,01
4655,Mars,0.0,TRAPPIST-1e,32.0,0.0,1016.0,0.0,307.0,5.0,,Ane Read,1,F,S,01
4656,Earth,1.0,TRAPPIST-1e,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Carold Woodwardy,1,G,S,01
4657,Mars,0.0,TRAPPIST-1e,64.0,0.0,2147.0,0.0,191.0,59.0,0.0,Hone Barne,0,D,S,01
4658,Earth,,TRAPPIST-1e,21.0,0.0,457.0,79.0,1134.0,0.0,0.0,Calvia Corman,0,E,P,01
4659,Earth,0.0,PSO J318.5-22,26.0,0.0,0.0,9.0,0.0,0.0,1376.0,Andary Wilderssen,0,F,S,01
4660,Europa,0.0,55 Cancri e,35.0,0.0,87.0,1719.0,2750.0,0.0,79.0,Beneba Blentrary,1,B,P,01
4661,Earth,0.0,TRAPPIST-1e,43.0,0.0,957.0,0.0,1.0,0.0,39.0,Paulie Stephendsey,0,E,P,01
4662,Earth,1.0,55 Cancri e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Brence Stephendsey,1,G,P,02
4663,Europa,0.0,TRAPPIST-1e,56.0,0.0,0.0,10.0,0.0,9319.0,1225.0,Thabih Vendeck,0,A,P,01
4664,Europa,1.0,55 Cancri e,45.0,0.0,0.0,0.0,0.0,0.0,,Lesat Vendeck,1,,,02
4665,Earth,1.0,PSO J318.5-22,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Olgary Wartyson,1,G,S,01
4666,Earth,0.0,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Gerly Wartyson,1,G,S,02
4667,Earth,1.0,PSO J318.5-22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Celis Wartyson,1,G,S,03
4668,Earth,0.0,TRAPPIST-1e,46.0,0.0,0.0,4.0,834.0,0.0,32.0,Kylen Merce,1,F,S,01
4669,Earth,0.0,TRAPPIST-1e,32.0,0.0,2756.0,125.0,9.0,0.0,103.0,Nicey Merce,0,F,S,02
4670,Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,358.0,287.0,0.0,,Floyde Hortis,0,F,P,01
4671,Earth,1.0,PSO J318.5-22,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Arllia Mckinn,0,G,P,01
4672,Earth,0.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,882.0,0.0,Lelah Potterry,0,G,P,01
4673,Earth,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Sanney Potterry,0,G,P,02
4674,Earth,0.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,G,P,03
4675,Earth,,TRAPPIST-1e,16.0,0.0,0.0,769.0,0.0,0.0,7.0,Davis Brenney,1,F,S,01
4676,Earth,,PSO J318.5-22,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Millia Connon,1,G,S,02
4677,Earth,0.0,TRAPPIST-1e,24.0,0.0,530.0,0.0,0.0,0.0,179.0,Brank Brenney,0,G,S,03
4678,Earth,0.0,TRAPPIST-1e,22.0,0.0,61.0,0.0,214.0,445.0,,Mabley Mcbriguez,1,F,P,01
4679,Earth,0.0,TRAPPIST-1e,21.0,0.0,36.0,162.0,0.0,588.0,0.0,Fayene Popelacruz,1,G,S,01
4680,Earth,0.0,TRAPPIST-1e,38.0,0.0,0.0,1.0,0.0,786.0,0.0,Inette Johnshines,0,E,P,01
4681,Europa,1.0,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Nasliak Listive,0,B,P,01
4682,Earth,0.0,TRAPPIST-1e,79.0,0.0,610.0,,0.0,200.0,5.0,Rickie Pentss,0,G,P,01
4683,Earth,0.0,PSO J318.5-22,22.0,0.0,479.0,34.0,0.0,29.0,4.0,Dandra Sextones,0,F,P,01
4684,Earth,0.0,55 Cancri e,42.0,0.0,642.0,282.0,0.0,0.0,0.0,Timmy Cardners,1,G,P,01
4685,Mars,1.0,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Scera Mitte,1,F,S,01
4686,Europa,1.0,TRAPPIST-1e,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Diphah Disgul,1,C,P,01
4687,Earth,1.0,TRAPPIST-1e,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Lison Willy,1,G,S,01
4688,Earth,0.0,TRAPPIST-1e,30.0,0.0,1120.0,0.0,0.0,0.0,794.0,Chelly Mckins,0,F,S,01
4689,Earth,1.0,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Courta Barrison,1,G,P,01
4690,Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Dessie Bulliamoses,0,G,P,01
4691,Europa,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Mediah Gloyanthy,1,B,P,01
4692,Earth,0.0,TRAPPIST-1e,46.0,0.0,819.0,31.0,0.0,49.0,2.0,Rayley Daughtson,0,F,P,01
4693,Europa,1.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Kochard Stingive,1,B,P,01
4694,Europa,1.0,55 Cancri e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Alyat Stingive,1,B,P,02
4695,Europa,0.0,TRAPPIST-1e,20.0,0.0,0.0,219.0,0.0,5.0,3283.0,Alark Stingive,0,B,P,03
4696,Mars,0.0,TRAPPIST-1e,35.0,0.0,1337.0,49.0,57.0,0.0,0.0,Gramus Watie,0,F,S,01
4697,Mars,1.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Apies Prity,1,F,S,01
4698,Mars,1.0,TRAPPIST-1e,47.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,F,P,01
4699,Mars,0.0,TRAPPIST-1e,26.0,1.0,1033.0,172.0,26.0,0.0,518.0,Poloos Sincy,0,F,P,01
4700,Earth,1.0,55 Cancri e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Benny Joynewtonks,1,G,P,01
4701,Earth,0.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,2102.0,0.0,0.0,Kaye Wagnerray,1,F,S,01
4702,,0.0,TRAPPIST-1e,26.0,0.0,1331.0,0.0,973.0,484.0,0.0,Quan Porté,0,D,P,01
4703,Mars,1.0,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Moste Porté,1,F,P,02
4704,Europa,0.0,55 Cancri e,35.0,0.0,54.0,493.0,12.0,6691.0,253.0,Geno Lowerrudy,0,C,S,01
4705,Mars,0.0,TRAPPIST-1e,18.0,0.0,1092.0,31.0,309.0,0.0,0.0,Honda Bert,0,F,P,01
4706,Mars,1.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Raptax Giba,1,F,S,01
4707,Earth,1.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanie Pooles,1,G,P,01
4708,Earth,0.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,19.0,352.0,326.0,Olly Hebernandry,0,F,S,01
4709,Earth,0.0,PSO J318.5-22,18.0,0.0,648.0,19.0,0.0,0.0,4.0,Annon Anthompson,1,F,S,01
4710,Europa,0.0,TRAPPIST-1e,41.0,0.0,4.0,4619.0,0.0,251.0,213.0,Celavar Fulacid,1,B,P,01
4711,Earth,0.0,55 Cancri e,36.0,0.0,0.0,0.0,0.0,474.0,12.0,Briney Griffy,0,G,P,01
4712,Earth,0.0,TRAPPIST-1e,33.0,0.0,1042.0,50.0,0.0,9.0,0.0,Ronard Arner,0,F,P,01
4713,Earth,0.0,55 Cancri e,41.0,0.0,4.0,737.0,0.0,51.0,0.0,Noria Kiddley,0,E,S,01
4714,Europa,0.0,55 Cancri e,47.0,0.0,1904.0,18.0,0.0,89.0,4411.0,Enifak Plattering,0,A,S,01
4715,Europa,1.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Kochard Dicely,1,E,S,01
4716,Earth,0.0,TRAPPIST-1e,36.0,0.0,0.0,52.0,8.0,0.0,4160.0,Briany Sellahaney,0,G,S,01
4717,Earth,1.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Sethew Coolerson,1,G,S,01
4718,Earth,1.0,PSO J318.5-22,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Robyny Walterson,0,G,P,01
4719,Earth,0.0,TRAPPIST-1e,24.0,0.0,5.0,1.0,7.0,0.0,895.0,Eleah Walterson,0,G,P,02
4720,Mars,0.0,TRAPPIST-1e,16.0,0.0,1285.0,,14.0,1386.0,0.0,Jayrin Bate,0,F,S,01
4721,Mars,1.0,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Hule Bate,1,F,S,02
4722,Mars,0.0,TRAPPIST-1e,24.0,0.0,1157.0,0.0,0.0,131.0,0.0,Rionk Bate,1,F,S,03
4723,Mars,0.0,TRAPPIST-1e,35.0,0.0,1307.0,0.0,0.0,2.0,0.0,Cakes Bate,0,F,S,04
4724,Europa,0.0,TRAPPIST-1e,26.0,0.0,0.0,21.0,10424.0,1373.0,7218.0,Enibik Dynigic,0,C,S,01
4725,Europa,0.0,55 Cancri e,39.0,0.0,10.0,199.0,0.0,6216.0,101.0,Alsha Dynigic,0,C,S,02
4726,Earth,0.0,TRAPPIST-1e,18.0,0.0,8.0,1.0,4.0,419.0,304.0,Lorice Estiagosen,1,F,P,01
4727,Earth,0.0,TRAPPIST-1e,23.0,0.0,0.0,381.0,142.0,0.0,261.0,Sanya Palmes,0,G,S,01
4728,Earth,1.0,PSO J318.5-22,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,G,S,02
4729,Earth,0.0,TRAPPIST-1e,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Lerion Moodson,1,,,01
4730,Earth,0.0,TRAPPIST-1e,31.0,0.0,433.0,111.0,238.0,86.0,0.0,Loree Wolfernan,0,F,P,01
4731,Mars,0.0,TRAPPIST-1e,49.0,0.0,1176.0,0.0,20.0,103.0,0.0,Tous Flité,0,E,S,01
4732,Mars,1.0,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Crick Khart,1,F,S,01
4733,Mars,0.0,55 Cancri e,23.0,0.0,228.0,1451.0,912.0,3.0,0.0,,1,F,S,02
4734,Earth,1.0,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Idave Simmonders,1,G,P,01
4735,Mars,1.0,TRAPPIST-1e,11.0,0.0,,0.0,0.0,0.0,0.0,Goos Apie,1,F,S,01
4736,Mars,0.0,PSO J318.5-22,30.0,1.0,600.0,31.0,1.0,659.0,191.0,Gork Apie,0,F,S,02
4737,Mars,1.0,TRAPPIST-1e,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Leos Apie,1,F,S,03
4738,Earth,0.0,55 Cancri e,21.0,0.0,639.0,0.0,0.0,0.0,0.0,Nancis Ryanga,0,F,P,01
4739,Europa,1.0,55 Cancri e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Algork Honatte,1,C,P,01
4740,Europa,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Instan Honatte,1,C,P,02
4741,Europa,0.0,55 Cancri e,27.0,0.0,0.0,867.0,0.0,20.0,1371.0,Segino Honatte,0,C,P,03
4742,Europa,0.0,55 Cancri e,29.0,1.0,530.0,418.0,0.0,,9129.0,Alhaino Honatte,0,C,P,04
4743,Europa,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,,0.0,0.0,Furudah Patoetic,1,C,S,01
4744,Europa,0.0,TRAPPIST-1e,54.0,0.0,0.0,8246.0,0.0,56.0,118.0,Mediton Patoetic,1,C,S,02
4745,Earth,0.0,,46.0,0.0,971.0,0.0,20.0,0.0,5.0,Sallie Bushallert,0,E,S,01
4746,Earth,0.0,TRAPPIST-1e,18.0,0.0,,794.0,16.0,0.0,0.0,Kennie Solinez,1,G,S,01
4747,Europa,0.0,55 Cancri e,22.0,0.0,1961.0,82.0,0.0,3025.0,2406.0,Alraiam Gocent,0,A,S,01
4748,Europa,1.0,55 Cancri e,29.0,0.0,0.0,,0.0,0.0,0.0,Asellan Crueld,1,E,S,01
4749,Europa,0.0,55 Cancri e,26.0,0.0,606.0,1080.0,0.0,2011.0,0.0,,0,E,S,02
4750,Earth,0.0,55 Cancri e,36.0,0.0,0.0,1808.0,0.0,344.0,0.0,Kerryn Wolfernan,1,F,S,01
4751,Earth,,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Nadie Polliamposs,1,E,P,01
4752,Earth,0.0,PSO J318.5-22,56.0,0.0,1309.0,0.0,69.0,1.0,0.0,Andary Hurchez,0,F,S,01
4753,Earth,0.0,,20.0,,542.0,175.0,0.0,5.0,0.0,Lillia Collinson,1,F,S,01
4754,Earth,0.0,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Brina Saley,0,G,P,01
4755,Earth,1.0,PSO J318.5-22,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Melica Saley,0,G,P,02
4756,Mars,1.0,55 Cancri e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Vere Frité,1,F,P,01
4757,Mars,0.0,TRAPPIST-1e,35.0,0.0,4608.0,0.0,926.0,382.0,0.0,Gorsp Biba,0,F,S,01
4758,Earth,0.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,60.0,1.0,5147.0,Alicey Wolferguson,0,G,P,01
4759,Earth,0.0,,21.0,0.0,1.0,0.0,143.0,558.0,1.0,Herina Buckeelez,0,F,S,01
4760,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Cary Pooles,0,G,P,01
4761,Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Askedus Fuelightic,0,E,P,01
4762,Europa,0.0,TRAPPIST-1e,32.0,0.0,8151.0,2052.0,1919.0,7352.0,754.0,Batrix Fuelightic,0,E,P,02
4763,Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,15.0,455.0,95.0,0.0,Alie Grahangory,1,F,S,01
4764,Mars,0.0,TRAPPIST-1e,44.0,0.0,2575.0,3.0,20.0,0.0,,Sunk Birt,0,F,P,01
4765,Earth,0.0,55 Cancri e,22.0,0.0,0.0,0.0,0.0,1600.0,168.0,Jonard Horndley,1,F,S,01
4766,Europa,0.0,TRAPPIST-1e,39.0,0.0,3926.0,2030.0,0.0,1483.0,611.0,Alrakan Aivering,0,B,P,01
4767,Europa,0.0,TRAPPIST-1e,19.0,0.0,0.0,3750.0,0.0,0.0,41.0,Celeon Aivering,1,B,P,02
4768,Earth,,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,G,P,01
4769,Earth,1.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luzel Willy,0,G,P,02
4770,,0.0,PSO J318.5-22,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Joyton Willy,1,G,P,03
4771,Earth,1.0,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Adamy Willy,0,G,P,04
4772,Earth,0.0,PSO J318.5-22,32.0,0.0,793.0,0.0,0.0,0.0,0.0,Annya Willy,0,E,P,05
4773,Earth,0.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotte Willy,1,G,P,06
4774,Earth,0.0,55 Cancri e,18.0,0.0,1471.0,59.0,95.0,1109.0,330.0,,0,F,S,01
4775,Europa,0.0,55 Cancri e,49.0,1.0,9.0,179.0,0.0,3.0,7865.0,Wasalam Cluthosexy,0,C,P,01
4776,Mars,1.0,TRAPPIST-1e,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Coate Snoff,1,F,P,01
4777,Earth,1.0,55 Cancri e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Hughan Peterstarks,1,G,P,01
4778,Earth,0.0,TRAPPIST-1e,25.0,0.0,0.0,181.0,671.0,0.0,0.0,Nandy Peterstarks,1,G,P,02
4779,Earth,0.0,55 Cancri e,51.0,0.0,6.0,0.0,706.0,0.0,0.0,Eulahy Peterstarks,1,F,P,03
4780,Europa,1.0,TRAPPIST-1e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Proxima Poless,1,E,P,01
4781,Earth,0.0,,31.0,0.0,25.0,712.0,0.0,16.0,0.0,Keitha Waltonnedy,1,G,S,01
4782,Earth,1.0,PSO J318.5-22,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Holey Sullones,1,,,01
4783,Earth,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Helle Barrez,1,G,S,01
4784,Earth,1.0,PSO J318.5-22,17.0,0.0,,0.0,0.0,0.0,0.0,Louisy Hughriend,1,G,P,01
4785,Earth,0.0,PSO J318.5-22,47.0,0.0,83.0,1.0,0.0,654.0,3.0,Hilia Joycerton,1,G,S,01
4786,Europa,0.0,TRAPPIST-1e,25.0,0.0,0.0,3.0,0.0,763.0,3541.0,Sarid Unkcatted,0,B,P,01
4787,Europa,0.0,TRAPPIST-1e,28.0,0.0,29.0,394.0,0.0,712.0,4360.0,Aske Unkcatted,0,B,P,02
4788,Europa,0.0,TRAPPIST-1e,32.0,0.0,0.0,419.0,0.0,1984.0,521.0,Mino Unkcatted,0,B,P,03
4789,Europa,1.0,55 Cancri e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Chainon Spadicage,1,C,S,01
4790,Europa,1.0,55 Cancri e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Achiram Ainatint,1,C,S,02
4791,Europa,1.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Sadaton Opshaft,1,C,S,03
4792,Europa,1.0,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Diason Whibid,1,C,S,01
4793,Europa,1.0,55 Cancri e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Megrezn Whibid,1,C,S,02
4794,Mars,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Ars Prity,1,F,S,01
4795,Mars,1.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Fros Prity,1,F,S,02
4796,Mars,0.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Flams Bate,0,E,P,01
4797,Earth,0.0,TRAPPIST-1e,24.0,0.0,0.0,464.0,321.0,0.0,90.0,Line Knoxtones,1,F,S,01
4798,Earth,0.0,,41.0,0.0,256.0,109.0,0.0,340.0,0.0,Kimmie Greeves,0,F,P,01
4799,Earth,0.0,55 Cancri e,29.0,0.0,0.0,0.0,22.0,738.0,0.0,Timmie Rocknight,0,F,S,01
4800,Europa,1.0,55 Cancri e,59.0,0.0,0.0,0.0,0.0,0.0,0.0,Isotone Unaring,1,C,S,01
4801,Earth,0.0,TRAPPIST-1e,31.0,0.0,0.0,679.0,0.0,0.0,213.0,Leneva Yanton,1,G,S,01
4802,Earth,0.0,TRAPPIST-1e,16.0,0.0,43.0,0.0,0.0,1893.0,119.0,Faithy Yanton,0,F,S,02
4803,Mars,0.0,TRAPPIST-1e,65.0,0.0,56.0,0.0,1081.0,21.0,0.0,Forn Frazo,0,F,P,01
4804,Mars,0.0,TRAPPIST-1e,21.0,0.0,0.0,1.0,2832.0,0.0,0.0,Frus Frazo,1,F,P,02
